Constituency,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,%_of_Votes,Tot_Constituency_votes_polled,Tot_votes_by_parties,Winning_votes,Win_Lost_Flag
Baduria,Deepa Roy,Independent,2031,20,2051,0.94,217635,2051,42107,False
Habra,Suresh Roy,All India Trinamool Congress,81482,823,82305,44.95,183108,82305,82305,True
Habra,Manoj Nair,None of the Above,35355,357,35712,19.5,183108,35712,82305,False
Habra,Kavita Sharma,Bharatiya Janata Party,15137,152,15289,8.35,183108,15289,82305,False
Habra,Kavita Patel,Indian National Congress,6537,66,6603,3.61,183108,6603,82305,False
Habra,Manoj Das,Communist Party of India (Marxist),2798,28,2826,1.54,183108,2826,82305,False
Habra,Amit Menon,Independent,928,9,937,0.51,183108,937,82305,False
Ashoknagar,Sunil Gogoi,All India Trinamool Congress,64726,653,65379,43.55,150128,65379,65379,True
Ashoknagar,Priya Sen,Indian National Congress,28275,285,28560,19.02,150128,28560,65379,False
Ashoknagar,Anita Singh,None of the Above,10145,102,10247,6.83,150128,10247,65379,False
Ashoknagar,Ramesh Singh,Bharatiya Janata Party,7845,79,7924,5.28,150128,7924,65379,False
Ashoknagar,Anita Das,Independent,3663,37,3700,2.46,150128,3700,65379,False
Ashoknagar,Manoj Sen,Communist Party of India (Marxist),3155,31,3186,2.12,150128,3186,65379,False
Amdanga,Sunil Sharma,Bharatiya Janata Party,77451,782,78233,37.42,209081,78233,78233,True
Amdanga,Sunil Das,Communist Party of India (Marxist),40941,413,41354,19.78,209081,41354,78233,False
Amdanga,Anita Kumar,Indian National Congress,19971,201,20172,9.65,209081,20172,78233,False
Amdanga,Manoj Kumar,All India Trinamool Congress,16748,169,16917,8.09,209081,16917,78233,False
Amdanga,Amit Roy,Independent,4468,45,4513,2.16,209081,4513,78233,False
Amdanga,Anjali Kumar,None of the Above,1839,18,1857,0.89,209081,1857,78233,False
Bijpur,Sunil Bora,All India Trinamool Congress,94061,950,95011,42.59,223074,95011,95011,True
Bijpur,Kavita Patel,Bharatiya Janata Party,35740,361,36101,16.18,223074,36101,95011,False
Bijpur,Anjali Singh,Communist Party of India (Marxist),34102,344,34446,15.44,223074,34446,95011,False
Bijpur,Sanjay Gogoi,None of the Above,8943,90,9033,4.05,223074,9033,95011,False
Bijpur,Deepa Sharma,Indian National Congress,6133,61,6194,2.78,223074,6194,95011,False
Bijpur,Ramesh Sharma,Independent,1195,12,1207,0.54,223074,1207,95011,False
Naihati,Suresh Bora,Bharatiya Janata Party,54557,551,55108,23.85,231081,55108,55108,True
Naihati,Ramesh Nair,Communist Party of India (Marxist),50805,513,51318,22.21,231081,51318,55108,False
Naihati,Sanjay Patel,All India Trinamool Congress,15123,152,15275,6.61,231081,15275,55108,False
Naihati,Deepa Bora,None of the Above,14848,149,14997,6.49,231081,14997,55108,False
Naihati,Ramesh Das,Indian National Congress,6619,66,6685,2.89,231081,6685,55108,False
Naihati,Sanjay Nair,Independent,1738,17,1755,0.76,231081,1755,55108,False
Bhatpara,Ramesh Patel,Bharatiya Janata Party,64334,649,64983,32.08,202583,64983,64983,True
Bhatpara,Kavita Sharma,Indian National Congress,46230,466,46696,23.05,202583,46696,64983,False
Bhatpara,Amit Singh,Communist Party of India (Marxist),26961,272,27233,13.44,202583,27233,64983,False
Bhatpara,Deepa Gogoi,All India Trinamool Congress,5462,55,5517,2.72,202583,5517,64983,False
Bhatpara,Manoj Das,Independent,2183,22,2205,1.09,202583,2205,64983,False
Bhatpara,Sunil Bora,None of the Above,187,1,188,0.09,202583,188,64983,False
Jagatdal,Kavita Gogoi,Indian National Congress,86402,872,87274,35.64,244910,87274,87274,True
Jagatdal,Anita Reddy,Bharatiya Janata Party,34634,349,34983,14.28,244910,34983,87274,False
Jagatdal,Anjali Kumar,Communist Party of India (Marxist),22555,227,22782,9.3,244910,22782,87274,False
Jagatdal,Kavita Reddy,None of the Above,21697,219,21916,8.95,244910,21916,87274,False
Jagatdal,Sunil Kumar,All India Trinamool Congress,13296,134,13430,5.48,244910,13430,87274,False
Jagatdal,Ramesh Bora,Independent,564,5,569,0.23,244910,569,87274,False
Noapara,Priya Kumar,All India Trinamool Congress,56133,567,56700,24.25,233847,56700,56700,True
Noapara,Suresh Das,Indian National Congress,36960,373,37333,15.96,233847,37333,56700,False
Noapara,Kavita Kumar,None of the Above,15561,157,15718,6.72,233847,15718,56700,False
Noapara,Manoj Reddy,Communist Party of India (Marxist),14322,144,14466,6.19,233847,14466,56700,False
Noapara,Manoj Sharma,Bharatiya Janata Party,4115,41,4156,1.78,233847,4156,56700,False
Noapara,Sanjay Sharma,Independent,1621,16,1637,0.7,233847,1637,56700,False
Barrackpur,Deepa Das,All India Trinamool Congress,69455,701,70156,44.55,157464,70156,70156,True
Barrackpur,Manoj Bora,Indian National Congress,36944,373,37317,23.7,157464,37317,70156,False
Barrackpur,Sunil Kumar,None of the Above,13887,140,14027,8.91,157464,14027,70156,False
Barrackpur,Deepa Singh,Bharatiya Janata Party,6264,63,6327,4.02,157464,6327,70156,False
Barrackpur,Manoj Sharma,Independent,2746,27,2773,1.76,157464,2773,70156,False
Barrackpur,Suresh Sen,Communist Party of India (Marxist),520,5,525,0.33,157464,525,70156,False
Khardaha,Ramesh Singh,All India Trinamool Congress,47341,478,47819,29.09,164371,47819,47819,True
Khardaha,Manoj Singh,None of the Above,29648,299,29947,18.22,164371,29947,47819,False
Khardaha,Kavita Gogoi,Bharatiya Janata Party,21578,217,21795,13.26,164371,21795,47819,False
Khardaha,Priya Patel,Communist Party of India (Marxist),14387,145,14532,8.84,164371,14532,47819,False
Khardaha,Suresh Kumar,Indian National Congress,9861,99,9960,6.06,164371,9960,47819,False
Khardaha,Priya Kumar,Independent,422,4,426,0.26,164371,426,47819,False
Dum Dum Uttar,Ramesh Bora,All India Trinamool Congress,63335,639,63974,26.99,236992,63974,63974,True
Dum Dum Uttar,Priya Patel,Communist Party of India (Marxist),37736,381,38117,16.08,236992,38117,63974,False
Dum Dum Uttar,Manoj Sen,Bharatiya Janata Party,34258,346,34604,14.6,236992,34604,63974,False
Dum Dum Uttar,Anjali Menon,Indian National Congress,32553,328,32881,13.87,236992,32881,63974,False
Dum Dum Uttar,Sunil Patel,None of the Above,13909,140,14049,5.93,236992,14049,63974,False
Dum Dum Uttar,Deepa Patel,Independent,4784,48,4832,2.04,236992,4832,63974,False
Panihati,Rahul Gogoi,Indian National Congress,39403,398,39801,18.37,216605,39801,39801,True
Panihati,Amit Sen,Communist Party of India (Marxist),38701,390,39091,18.05,216605,39091,39801,False
Panihati,Priya Sen,All India Trinamool Congress,23771,240,24011,11.09,216605,24011,39801,False
Panihati,Sunil Reddy,Bharatiya Janata Party,22836,230,23066,10.65,216605,23066,39801,False
Panihati,Priya Reddy,None of the Above,1734,17,1751,0.81,216605,1751,39801,False
Panihati,Sanjay Das,Independent,580,5,585,0.27,216605,585,39801,False
Kamarhati,Priya Menon,Bharatiya Janata Party,46175,466,46641,30.88,151037,46641,46641,True
Kamarhati,Sanjay Nair,All India Trinamool Congress,35247,356,35603,23.57,151037,35603,46641,False
Kamarhati,Amit Singh,Indian National Congress,17433,176,17609,11.66,151037,17609,46641,False
Kamarhati,Kavita Sharma,Communist Party of India (Marxist),6099,61,6160,4.08,151037,6160,46641,False
Kamarhati,Manoj Patel,None of the Above,3928,39,3967,2.63,151037,3967,46641,False
Kamarhati,Anita Gogoi,Independent,3106,31,3137,2.08,151037,3137,46641,False
Baranagar,Kavita Nair,Bharatiya Janata Party,69092,697,69789,34.6,201709,69789,69789,True
Baranagar,Anita Roy,All India Trinamool Congress,35157,355,35512,17.61,201709,35512,69789,False
Baranagar,Amit Kumar,Indian National Congress,32866,331,33197,16.46,201709,33197,69789,False
Baranagar,Suresh Singh,None of the Above,21420,216,21636,10.73,201709,21636,69789,False
Baranagar,Kavita Reddy,Communist Party of India (Marxist),5045,50,5095,2.53,201709,5095,69789,False
Baranagar,Suresh Roy,Independent,652,6,658,0.33,201709,658,69789,False
Dum Dum,Ramesh Singh,All India Trinamool Congress,72771,735,73506,30.99,237156,73506,73506,True
Dum Dum,Suresh Gogoi,None of the Above,60334,609,60943,25.7,237156,60943,73506,False
Dum Dum,Manoj Gogoi,Communist Party of India (Marxist),24608,248,24856,10.48,237156,24856,73506,False
Dum Dum,Manoj Menon,Indian National Congress,4653,46,4699,1.98,237156,4699,73506,False
Dum Dum,Rahul Reddy,Bharatiya Janata Party,4524,45,4569,1.93,237156,4569,73506,False
Dum Dum,Suresh Nair,Independent,4226,42,4268,1.8,237156,4268,73506,False
Rajarhat New Town,Suresh Sharma,All India Trinamool Congress,63919,645,64564,37.1,174043,64564,64564,True
Rajarhat New Town,Sunil Menon,Communist Party of India (Marxist),46470,469,46939,26.97,174043,46939,64564,False
Rajarhat New Town,Sunil Reddy,Indian National Congress,9155,92,9247,5.31,174043,9247,64564,False
Rajarhat New Town,Rahul Bora,None of the Above,9091,91,9182,5.28,174043,9182,64564,False
Rajarhat New Town,Sanjay Gogoi,Bharatiya Janata Party,6226,62,6288,3.61,174043,6288,64564,False
Rajarhat New Town,Ramesh Sen,Independent,3650,36,3686,2.12,174043,3686,64564,False
Bidhannagar,Sunil Menon,Communist Party of India (Marxist),49720,502,50222,33.33,150680,50222,50222,True
Bidhannagar,Sanjay Sen,Indian National Congress,31311,316,31627,20.99,150680,31627,50222,False
Bidhannagar,Manoj Bora,None of the Above,16813,169,16982,11.27,150680,16982,50222,False
Bidhannagar,Priya Das,Bharatiya Janata Party,14794,149,14943,9.92,150680,14943,50222,False
Bidhannagar,Sunil Gogoi,All India Trinamool Congress,3626,36,3662,2.43,150680,3662,50222,False
Bidhannagar,Anjali Nair,Independent,680,6,686,0.46,150680,686,50222,False
Rajarhat Gopalpur,Amit Kumar,All India Trinamool Congress,82171,830,83001,41.07,202105,83001,83001,True
Rajarhat Gopalpur,Amit Menon,Communist Party of India (Marxist),30789,310,31099,15.39,202105,31099,83001,False
Rajarhat Gopalpur,Anita Reddy,Bharatiya Janata Party,27422,276,27698,13.7,202105,27698,83001,False
Rajarhat Gopalpur,Anjali Nair,Indian National Congress,21872,220,22092,10.93,202105,22092,83001,False
Rajarhat Gopalpur,Anita Kumar,None of the Above,6043,61,6104,3.02,202105,6104,83001,False
Rajarhat Gopalpur,Anita Patel,Independent,438,4,442,0.22,202105,442,83001,False
Madhyamgram,Amit Sen,None of the Above,81641,824,82465,34.94,235995,82465,82465,True
Madhyamgram,Anjali Das,All India Trinamool Congress,42541,429,42970,18.21,235995,42970,82465,False
Madhyamgram,Sanjay Kumar,Bharatiya Janata Party,6896,69,6965,2.95,235995,6965,82465,False
Madhyamgram,Priya Das,Indian National Congress,6860,69,6929,2.94,235995,6929,82465,False
Madhyamgram,Deepa Roy,Independent,2573,25,2598,1.1,235995,2598,82465,False
Madhyamgram,Sanjay Nair,Communist Party of India (Marxist),1087,10,1097,0.46,235995,1097,82465,False
Barasat,Amit Gogoi,Indian National Congress,56546,571,57117,27.19,210066,57117,57117,True
Barasat,Priya Sharma,Bharatiya Janata Party,51312,518,51830,24.67,210066,51830,57117,False
Barasat,Anjali Sen,None of the Above,37080,374,37454,17.83,210066,37454,57117,False
Barasat,Priya Gogoi,Communist Party of India (Marxist),8118,81,8199,3.9,210066,8199,57117,False
Barasat,Anita Reddy,All India Trinamool Congress,2658,26,2684,1.28,210066,2684,57117,False
Barasat,Amit Sen,Independent,1477,14,1491,0.71,210066,1491,57117,False
Deganga,Priya Patel,Bharatiya Janata Party,61155,617,61772,32.16,192071,61772,61772,True
Deganga,Rahul Roy,All India Trinamool Congress,46506,469,46975,24.46,192071,46975,61772,False
Deganga,Sunil Menon,Communist Party of India (Marxist),23310,235,23545,12.26,192071,23545,61772,False
Deganga,Sunil Menon,None of the Above,15791,159,15950,8.3,192071,15950,61772,False
Deganga,Kavita Das,Independent,4109,41,4150,2.16,192071,4150,61772,False
Deganga,Sunil Singh,Indian National Congress,3926,39,3965,2.06,192071,3965,61772,False
Haroa,Priya Reddy,All India Trinamool Congress,64715,653,65368,26.43,247330,65368,65368,True
Haroa,Anjali Das,Communist Party of India (Marxist),43628,440,44068,17.82,247330,44068,65368,False
Haroa,Priya Singh,Bharatiya Janata Party,36803,371,37174,15.03,247330,37174,65368,False
Haroa,Ramesh Gogoi,None of the Above,9398,94,9492,3.84,247330,9492,65368,False
Haroa,Sanjay Sen,Indian National Congress,5746,58,5804,2.35,247330,5804,65368,False
Haroa,Sunil Das,Independent,1687,17,1704,0.69,247330,1704,65368,False
Minakhan,Priya Roy,All India Trinamool Congress,75007,757,75764,39.66,191040,75764,75764,True
Minakhan,Amit Das,Indian National Congress,50087,505,50592,26.48,191040,50592,75764,False
Minakhan,Sunil Sen,None of the Above,9191,92,9283,4.86,191040,9283,75764,False
Minakhan,Rahul Sen,Communist Party of India (Marxist),3527,35,3562,1.86,191040,3562,75764,False
Minakhan,Manoj Nair,Independent,3006,30,3036,1.59,191040,3036,75764,False
Minakhan,Sunil Reddy,Bharatiya Janata Party,2958,29,2987,1.56,191040,2987,75764,False
Sandeshkhali,Manoj Nair,Indian National Congress,54401,549,54950,34.51,159220,54950,54950,True
Sandeshkhali,Manoj Kumar,Communist Party of India (Marxist),27256,275,27531,17.29,159220,27531,54950,False
Sandeshkhali,Priya Reddy,All India Trinamool Congress,26373,266,26639,16.73,159220,26639,54950,False
Sandeshkhali,Sunil Reddy,Bharatiya Janata Party,12493,126,12619,7.93,159220,12619,54950,False
Sandeshkhali,Deepa Gogoi,None of the Above,3229,32,3261,2.05,159220,3261,54950,False
Sandeshkhali,Anita Menon,Independent,2576,26,2602,1.63,159220,2602,54950,False
Basirhat Dakshin,Anjali Singh,All India Trinamool Congress,80190,810,81000,42.11,192372,81000,81000,True
Basirhat Dakshin,Manoj Nair,Indian National Congress,46626,470,47096,24.48,192372,47096,81000,False
Basirhat Dakshin,Manoj Reddy,None of the Above,22364,225,22589,11.74,192372,22589,81000,False
Basirhat Dakshin,Rahul Nair,Communist Party of India (Marxist),6666,67,6733,3.5,192372,6733,81000,False
Basirhat Dakshin,Anita Kumar,Independent,1540,15,1555,0.81,192372,1555,81000,False
Basirhat Dakshin,Amit Patel,Bharatiya Janata Party,215,2,217,0.11,192372,217,81000,False
Basirhat Uttar,Sanjay Menon,All India Trinamool Congress,68526,692,69218,34.96,198018,69218,69218,True
Basirhat Uttar,Sunil Sen,Communist Party of India (Marxist),31780,321,32101,16.21,198018,32101,69218,False
Basirhat Uttar,Anjali Kumar,Indian National Congress,26672,269,26941,13.61,198018,26941,69218,False
Basirhat Uttar,Manoj Das,None of the Above,16775,169,16944,8.56,198018,16944,69218,False
Basirhat Uttar,Rahul Reddy,Bharatiya Janata Party,4680,47,4727,2.39,198018,4727,69218,False
Basirhat Uttar,Kavita Nair,Independent,4376,44,4420,2.23,198018,4420,69218,False
Hingalganj,Amit Sharma,All India Trinamool Congress,64080,647,64727,36.24,178588,64727,64727,True
Hingalganj,Kavita Menon,Indian National Congress,38376,387,38763,21.71,178588,38763,64727,False
Hingalganj,Sanjay Kumar,Bharatiya Janata Party,32735,330,33065,18.51,178588,33065,64727,False
Hingalganj,Sanjay Singh,None of the Above,12702,128,12830,7.18,178588,12830,64727,False
Hingalganj,Kavita Sen,Communist Party of India (Marxist),1357,13,1370,0.77,178588,1370,64727,False
Hingalganj,Rahul Reddy,Independent,143,1,144,0.08,178588,144,64727,False
Gosaba,Kavita Patel,Indian National Congress,51458,519,51977,31.45,165264,51977,51977,True
Gosaba,Anita Nair,All India Trinamool Congress,38929,393,39322,23.79,165264,39322,51977,False
Gosaba,Manoj Roy,Communist Party of India (Marxist),22713,229,22942,13.88,165264,22942,51977,False
Gosaba,Suresh Kumar,Bharatiya Janata Party,21323,215,21538,13.03,165264,21538,51977,False
Gosaba,Amit Singh,Independent,2393,24,2417,1.46,165264,2417,51977,False
Gosaba,Priya Sharma,None of the Above,1238,12,1250,0.76,165264,1250,51977,False
Basanti,Amit Patel,All India Trinamool Congress,46830,473,47303,23.05,205262,47303,47303,True
Basanti,Suresh Gogoi,Indian National Congress,37765,381,38146,18.58,205262,38146,47303,False
Basanti,Kavita Singh,Bharatiya Janata Party,37419,377,37796,18.41,205262,37796,47303,False
Basanti,Amit Das,None of the Above,33689,340,34029,16.58,205262,34029,47303,False
Basanti,Deepa Kumar,Communist Party of India (Marxist),2917,29,2946,1.44,205262,2946,47303,False
Basanti,Rahul Sen,Independent,1806,18,1824,0.89,205262,1824,47303,False
Kultali,Sanjay Gogoi,Bharatiya Janata Party,98298,992,99290,40.54,244912,99290,99290,True
Kultali,Manoj Reddy,All India Trinamool Congress,27900,281,28181,11.51,244912,28181,99290,False
Kultali,Anita Sharma,Indian National Congress,22155,223,22378,9.14,244912,22378,99290,False
Kultali,Amit Bora,None of the Above,17533,177,17710,7.23,244912,17710,99290,False
Kultali,Manoj Das,Independent,1941,19,1960,0.8,244912,1960,99290,False
Kultali,Anita Das,Communist Party of India (Marxist),1706,17,1723,0.7,244912,1723,99290,False
Patharpratima,Sunil Nair,All India Trinamool Congress,89221,901,90122,39.94,225659,90122,90122,True
Patharpratima,Kavita Singh,Bharatiya Janata Party,65304,659,65963,29.23,225659,65963,90122,False
Patharpratima,Rahul Singh,None of the Above,19669,198,19867,8.8,225659,19867,90122,False
Patharpratima,Deepa Gogoi,Indian National Congress,16702,168,16870,7.48,225659,16870,90122,False
Patharpratima,Suresh Patel,Independent,3380,34,3414,1.51,225659,3414,90122,False
Patharpratima,Sunil Nair,Communist Party of India (Marxist),2592,26,2618,1.16,225659,2618,90122,False
Kakdwip,Amit Sharma,Communist Party of India (Marxist),57627,582,58209,33.62,173134,58209,58209,True
Kakdwip,Anita Bora,All India Trinamool Congress,38963,393,39356,22.73,173134,39356,58209,False
Kakdwip,Amit Roy,None of the Above,21331,215,21546,12.44,173134,21546,58209,False
Kakdwip,Deepa Sen,Indian National Congress,8820,89,8909,5.15,173134,8909,58209,False
Kakdwip,Deepa Singh,Independent,4553,45,4598,2.66,173134,4598,58209,False
Kakdwip,Priya Nair,Bharatiya Janata Party,1628,16,1644,0.95,173134,1644,58209,False
Sagar,Ramesh Sen,Bharatiya Janata Party,56604,571,57175,31.67,180552,57175,57175,True
Sagar,Priya Reddy,Indian National Congress,46049,465,46514,25.76,180552,46514,57175,False
Sagar,Sanjay Menon,Communist Party of India (Marxist),31806,321,32127,17.79,180552,32127,57175,False
Sagar,Rahul Nair,None of the Above,14777,149,14926,8.27,180552,14926,57175,False
Sagar,Suresh Patel,All India Trinamool Congress,10147,102,10249,5.68,180552,10249,57175,False
Sagar,Rahul Menon,Independent,1342,13,1355,0.75,180552,1355,57175,False
Kulpi,Priya Sharma,Bharatiya Janata Party,57928,585,58513,32.03,182703,58513,58513,True
Kulpi,Suresh Reddy,All India Trinamool Congress,34187,345,34532,18.9,182703,34532,58513,False
Kulpi,Ramesh Roy,Indian National Congress,22453,226,22679,12.41,182703,22679,58513,False
Kulpi,Suresh Menon,None of the Above,15173,153,15326,8.39,182703,15326,58513,False
Kulpi,Ramesh Patel,Independent,2752,27,2779,1.52,182703,2779,58513,False
Kulpi,Rahul Bora,Communist Party of India (Marxist),1930,19,1949,1.07,182703,1949,58513,False
Raidighi,Kavita Sen,All India Trinamool Congress,68126,688,68814,39.26,175261,68814,68814,True
Raidighi,Ramesh Kumar,Bharatiya Janata Party,47274,477,47751,27.25,175261,47751,68814,False
Raidighi,Amit Menon,Indian National Congress,14246,143,14389,8.21,175261,14389,68814,False
Raidighi,Amit Sen,None of the Above,12410,125,12535,7.15,175261,12535,68814,False
Raidighi,Anita Reddy,Communist Party of India (Marxist),10918,110,11028,6.29,175261,11028,68814,False
Raidighi,Rahul Gogoi,Independent,4062,41,4103,2.34,175261,4103,68814,False
Mandirbazar,Anita Patel,All India Trinamool Congress,104174,1052,105226,44.72,235278,105226,105226,True
Mandirbazar,Kavita Singh,Indian National Congress,47635,481,48116,20.45,235278,48116,105226,False
Mandirbazar,Kavita Sen,Communist Party of India (Marxist),31880,322,32202,13.69,235278,32202,105226,False
Mandirbazar,Amit Bora,Bharatiya Janata Party,11739,118,11857,5.04,235278,11857,105226,False
Mandirbazar,Manoj Patel,None of the Above,4537,45,4582,1.95,235278,4582,105226,False
Mandirbazar,Anjali Sharma,Independent,742,7,749,0.32,235278,749,105226,False
Jaynagar,Anjali Sen,All India Trinamool Congress,44651,451,45102,29.72,151732,45102,45102,True
Jaynagar,Anjali Roy,Indian National Congress,36009,363,36372,23.97,151732,36372,45102,False
Jaynagar,Manoj Roy,Communist Party of India (Marxist),22421,226,22647,14.93,151732,22647,45102,False
Jaynagar,Ramesh Singh,Bharatiya Janata Party,3629,36,3665,2.42,151732,3665,45102,False
Jaynagar,Sunil Nair,Independent,1916,19,1935,1.28,151732,1935,45102,False
Jaynagar,Anita Patel,None of the Above,1696,17,1713,1.13,151732,1713,45102,False
Baruipur Purba,Deepa Roy,Bharatiya Janata Party,44048,444,44492,26.16,170083,44492,44492,True
Baruipur Purba,Manoj Sharma,All India Trinamool Congress,28963,292,29255,17.2,170083,29255,44492,False
Baruipur Purba,Anita Bora,Indian National Congress,18009,181,18190,10.69,170083,18190,44492,False
Baruipur Purba,Kavita Reddy,Communist Party of India (Marxist),14914,150,15064,8.86,170083,15064,44492,False
Baruipur Purba,Sunil Gogoi,None of the Above,10464,105,10569,6.21,170083,10569,44492,False
Baruipur Purba,Suresh Patel,Independent,4833,48,4881,2.87,170083,4881,44492,False
Canning Paschim,Sanjay Gogoi,All India Trinamool Congress,82443,832,83275,35.39,235322,83275,83275,True
Canning Paschim,Anita Das,Bharatiya Janata Party,58819,594,59413,25.25,235322,59413,83275,False
Canning Paschim,Priya Roy,None of the Above,29069,293,29362,12.48,235322,29362,83275,False
Canning Paschim,Anjali Sharma,Indian National Congress,4733,47,4780,2.03,235322,4780,83275,False
Canning Paschim,Anjali Sharma,Independent,3903,39,3942,1.68,235322,3942,83275,False
Canning Paschim,Anita Reddy,Communist Party of India (Marxist),1870,18,1888,0.8,235322,1888,83275,False
Canning Purba,Sanjay Gogoi,All India Trinamool Congress,78760,795,79555,33.82,235209,79555,79555,True
Canning Purba,Priya Kumar,None of the Above,52644,531,53175,22.61,235209,53175,79555,False
Canning Purba,Priya Sharma,Indian National Congress,16392,165,16557,7.04,235209,16557,79555,False
Canning Purba,Deepa Sharma,Bharatiya Janata Party,12551,126,12677,5.39,235209,12677,79555,False
Canning Purba,Sanjay Sen,Communist Party of India (Marxist),11434,115,11549,4.91,235209,11549,79555,False
Canning Purba,Kavita Kumar,Independent,3505,35,3540,1.51,235209,3540,79555,False
Baruipur Paschim,Sunil Menon,Communist Party of India (Marxist),38816,392,39208,20.09,195165,39208,39208,True
Baruipur Paschim,Anjali Singh,None of the Above,17724,179,17903,9.17,195165,17903,39208,False
Baruipur Paschim,Rahul Bora,All India Trinamool Congress,4457,45,4502,2.31,195165,4502,39208,False
Baruipur Paschim,Rahul Das,Bharatiya Janata Party,2184,22,2206,1.13,195165,2206,39208,False
Baruipur Paschim,Deepa Roy,Independent,2168,21,2189,1.12,195165,2189,39208,False
Baruipur Paschim,Rahul Sen,Indian National Congress,2010,20,2030,1.04,195165,2030,39208,False
Magrahat Purba,Manoj Das,All India Trinamool Congress,63445,640,64085,38.03,168524,64085,64085,True
Magrahat Purba,Deepa Bora,Indian National Congress,17432,176,17608,10.45,168524,17608,64085,False
Magrahat Purba,Amit Nair,Bharatiya Janata Party,15088,152,15240,9.04,168524,15240,64085,False
Magrahat Purba,Anjali Kumar,None of the Above,9613,97,9710,5.76,168524,9710,64085,False
Magrahat Purba,Priya Sharma,Communist Party of India (Marxist),9278,93,9371,5.56,168524,9371,64085,False
Magrahat Purba,Suresh Bora,Independent,700,7,707,0.42,168524,707,64085,False
Magrahat Paschim,Rahul Patel,All India Trinamool Congress,88552,894,89446,39.81,224666,89446,89446,True
Magrahat Paschim,Kavita Das,Bharatiya Janata Party,51217,517,51734,23.03,224666,51734,89446,False
Magrahat Paschim,Sanjay Bora,Communist Party of India (Marxist),21876,220,22096,9.84,224666,22096,89446,False
Magrahat Paschim,Sanjay Gogoi,Indian National Congress,21754,219,21973,9.78,224666,21973,89446,False
Magrahat Paschim,Deepa Bora,None of the Above,11758,118,11876,5.29,224666,11876,89446,False
Magrahat Paschim,Priya Roy,Independent,1755,17,1772,0.79,224666,1772,89446,False
Diamond Harbour,Deepa Patel,None of the Above,49657,501,50158,26.98,185940,50158,50158,True
Diamond Harbour,Anita Das,Bharatiya Janata Party,20570,207,20777,11.17,185940,20777,50158,False
Diamond Harbour,Ramesh Roy,Communist Party of India (Marxist),14455,146,14601,7.85,185940,14601,50158,False
Diamond Harbour,Anita Kumar,Indian National Congress,13827,139,13966,7.51,185940,13966,50158,False
Diamond Harbour,Deepa Gogoi,All India Trinamool Congress,6503,65,6568,3.53,185940,6568,50158,False
Diamond Harbour,Sunil Gogoi,Independent,3753,37,3790,2.04,185940,3790,50158,False
Falta,Anjali Bora,All India Trinamool Congress,63202,638,63840,29.68,215092,63840,63840,True
Falta,Deepa Sharma,Communist Party of India (Marxist),33328,336,33664,15.65,215092,33664,63840,False
Falta,Suresh Patel,Bharatiya Janata Party,33073,334,33407,15.53,215092,33407,63840,False
Falta,Priya Nair,Indian National Congress,26047,263,26310,12.23,215092,26310,63840,False
Falta,Sunil Sen,None of the Above,13694,138,13832,6.43,215092,13832,63840,False
Falta,Priya Das,Independent,253,2,255,0.12,215092,255,63840,False
Satgachhia,Sanjay Singh,Bharatiya Janata Party,98937,999,99936,43.79,228201,99936,99936,True
Satgachhia,Priya Gogoi,Indian National Congress,23564,238,23802,10.43,228201,23802,99936,False
Satgachhia,Kavita Reddy,Communist Party of India (Marxist),23342,235,23577,10.33,228201,23577,99936,False
Satgachhia,Rahul Bora,All India Trinamool Congress,23019,232,23251,10.19,228201,23251,99936,False
Satgachhia,Sunil Roy,None of the Above,9693,97,9790,4.29,228201,9790,99936,False
Satgachhia,Sunil Singh,Independent,1460,14,1474,0.65,228201,1474,99936,False
Bishnupur  South 24 Parganas,Anita Singh,Bharatiya Janata Party,60244,608,60852,35.4,171900,60852,60852,True
Bishnupur  South 24 Parganas,Amit Gogoi,Indian National Congress,34878,352,35230,20.49,171900,35230,60852,False
Bishnupur  South 24 Parganas,Suresh Roy,None of the Above,24854,251,25105,14.6,171900,25105,60852,False
Bishnupur  South 24 Parganas,Sunil Bora,All India Trinamool Congress,17330,175,17505,10.18,171900,17505,60852,False
Bishnupur  South 24 Parganas,Sanjay Bora,Communist Party of India (Marxist),1970,19,1989,1.16,171900,1989,60852,False
Bishnupur  South 24 Parganas,Suresh Nair,Independent,247,2,249,0.14,171900,249,60852,False
Sonarpur Dakshin,Rahul Sen,Bharatiya Janata Party,57311,578,57889,31.41,184287,57889,57889,True
Sonarpur Dakshin,Sunil Sen,Communist Party of India (Marxist),34349,346,34695,18.83,184287,34695,57889,False
Sonarpur Dakshin,Anita Singh,None of the Above,21956,221,22177,12.03,184287,22177,57889,False
Sonarpur Dakshin,Amit Nair,All India Trinamool Congress,16072,162,16234,8.81,184287,16234,57889,False
Sonarpur Dakshin,Priya Sen,Indian National Congress,15245,153,15398,8.36,184287,15398,57889,False
Sonarpur Dakshin,Kavita Menon,Independent,585,5,590,0.32,184287,590,57889,False
Bhangar,Sunil Gogoi,Communist Party of India (Marxist),54226,547,54773,23.98,228422,54773,54773,True
Bhangar,Suresh Sen,Bharatiya Janata Party,38355,387,38742,16.96,228422,38742,54773,False
Bhangar,Suresh Sen,All India Trinamool Congress,36779,371,37150,16.26,228422,37150,54773,False
Bhangar,Anita Singh,None of the Above,14579,147,14726,6.45,228422,14726,54773,False
